"TOA5","Th-Bowdoin-2","CR1000","8318","CR1000.Std.12","CPU:BOWD-2_THERM-2014.CR1","5649","Therm"
"TIMESTAMP","RECORD","PTemp","Resist(1)","Resist(2)","Resist(3)","Resist(4)","Resist(5)","Resist(6)","Resist(7)","Resist(8)","Resist(9)","Resist(10)","Resist(11)","Resist(12)","Resist(13)","Resist(14)","Resist(15)","Resist(16)","Voltage(1)","Voltage(2)","Voltage(3)","Voltage(4)","Voltage(5)","Voltage(6)","Voltage(7)","Voltage(8)","Voltage(9)","Voltage(10)","Voltage(11)","Voltage(12)","Voltage(13)","Voltage(14)","Voltage(15)","Voltage(16)"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2014-07-25 12:00:00",39,3.463,27.07654,27.6501,26.95305,30.88991,33.38242,33.47232,35.04068,35.38279,35.11639,34.86156,34.82397,33.40937,31.16456,21.72584,30.3398,41.89583,-25.60999,-20.38072,-26.7497,7.307562,26.68266,27.35308,38.75019,41.1637,39.28653,37.47639,37.20823,26.88378,9.519943,-79.98093,2.815758,82.72964
"2014-07-25 12:30:00",40,4.213,27.07654,27.6501,26.96029,30.88991,33.38242,33.47232,35.05013,35.38279,35.12587,34.86156,34.82397,33.40937,31.17293,21.71986,30.3398,41.89583,-25.60999,-20.38072,-26.68266,7.307562,26.68266,27.35308,38.81723,41.1637,39.35357,37.47639,37.20823,26.88378,9.586985,-80.04797,2.815758,82.72964
"2014-07-25 13:00:00",41,4.279,27.07654,27.6501,26.96029,30.8982,33.38242,33.47232,35.05013,35.39235,35.12587,34.86156,34.82397,33.41835,31.17293,23.63541,30.3398,41.89583,-25.60999,-20.38072,-26.68266,7.374604,26.68266,27.35308,38.81723,41.23074,39.35357,37.47639,37.20823,26.95082,9.586985,-59.33204,2.815758,82.72964
"2014-07-25 13:30:00",42,3.87,27.07654,27.6501,26.96755,30.8982,33.38242,33.48133,35.05013,35.39235,35.12587,34.87096,34.82397,33.41835,31.18129,23.96529,30.3398,41.89583,-25.60999,-20.38072,-26.61562,7.374604,26.68266,27.42012,38.81723,41.23074,39.35357,37.54344,37.20823,26.95082,9.654027,-55.9129,2.815758,82.72964
"2014-07-25 14:00:00",43,3.443,27.07654,27.6501,26.9748,30.8982,33.38242,33.48133,35.05013,35.39235,35.12587,34.87096,34.83336,33.41835,31.18129,24.58406,30.3398,41.90739,-25.60999,-20.38072,-26.54857,7.374604,26.68266,27.42012,38.81723,41.23074,39.35357,37.54344,37.27527,26.95082,9.654027,-49.61097,2.815758,82.79668
"2014-07-25 14:30:00",44,3.057,27.07654,27.6501,26.9748,30.90649,33.3914,33.48133,35.05959,35.40191,35.13535,34.87096,34.83336,33.42734,31.18966,24.69749,30.3398,41.90739,-25.60999,-20.38072,-26.54857,7.441646,26.7497,27.42012,38.88427,41.29778,39.42061,37.54344,37.27527,27.01787,9.721068,-48.47126,2.815758,82.79668
"2014-07-25 15:00:00",45,2.865,27.07654,27.6501,26.98206,30.90649,33.3914,33.48133,35.05959,35.40191,35.13535,34.87096,34.83336,33.42734,31.18966,24.72424,30.3398,41.90739,-25.60999,-20.38072,-26.48153,7.441646,26.7497,27.42012,38.88427,41.29778,39.42061,37.54344,37.27527,27.01787,9.721068,-48.20309,2.815758,82.79668
"2014-07-25 15:30:00",46,2.758,27.07654,27.6501,26.98931,30.91478,33.3914,33.48133,35.05959,35.40191,35.13535,34.88036,34.83336,33.42734,31.19802,24.86515,30.3398,41.90739,-25.60999,-20.38072,-26.41449,7.508687,26.7497,27.42012,38.88427,41.29778,39.42061,37.61048,37.27527,27.01787,9.788111,-46.79521,2.815758,82.79668
"2014-07-25 16:00:00",47,2.736,27.07654,27.6501,26.98931,30.91478,33.3914,33.49034,35.05959,35.40191,35.13535,34.88036,34.83336,33.43634,31.19802,23.81602,30.3398,41.91895,-25.60999,-20.38072,-26.41449,7.508687,26.7497,27.48716,38.88427,41.29778,39.42061,37.61048,37.27527,27.08491,9.788111,-57.45487,2.815758,82.86373
"2014-07-25 16:30:00",48,2.907,27.07654,27.6501,26.99657,30.91478,33.40038,33.49034,35.05959,35.41146,35.14483,34.88036,34.84276,33.43634,31.2064,23.47516,30.3398,41.91895,-25.60999,-20.38072,-26.34745,7.508687,26.81674,27.48716,38.88427,41.36482,39.48765,37.61048,37.34231,27.08491,9.855152,-61.00808,2.815758,82.86373
"2014-07-25 17:00:00",49,3.185,27.07654,27.6501,26.99657,30.91478,33.40038,33.49034,35.05959,35.41146,35.14483,34.88036,34.84276,33.43634,31.2064,23.00014,30.3398,41.91895,-25.60999,-20.38072,-26.34745,7.508687,26.81674,27.48716,38.88427,41.36482,39.48765,37.61048,37.34231,27.08491,9.855152,-66.03622,2.815758,82.86373
"2014-07-25 17:30:00",50,3.463,27.07654,27.6501,27.00383,30.92307,33.40038,33.49034,35.06905,35.41146,35.14483,34.88977,34.84276,33.43634,31.21477,23.91977,30.3398,41.91895,-25.60999,-20.38072,-26.28041,7.575729,26.81674,27.48716,38.95132,41.36482,39.48765,37.67752,37.34231,27.08491,9.922194,-56.3822,2.815758,82.86373
"2014-07-25 18:00:00",51,3.206,27.07654,27.6501,27.00383,30.92307,33.40038,33.49034,35.06905,35.41146,35.14483,34.88977,34.84276,33.44533,31.21477,24.01089,30.3398,41.93051,-25.60999,-20.38072,-26.28041,7.575729,26.81674,27.48716,38.95132,41.36482,39.48765,37.67752,37.34231,27.15195,9.922194,-55.44361,2.815758,82.93077
"2014-07-25 18:30:00",52,3.099,27.07654,27.6501,27.0111,30.93137,33.40937,33.49935,35.06905,35.42104,35.15432,34.88977,34.85215,33.44533,31.21477,24.29267,30.3398,41.93051,-25.60999,-20.38072,-26.21336,7.642771,26.88378,27.5542,38.95132,41.43187,39.55469,37.67752,37.40935,27.15195,9.922194,-52.56081,2.815758,82.93077
"2014-07-25 19:00:00",53,3.099,27.07654,27.6501,27.0111,30.93137,33.40937,33.49935,35.06905,35.42104,35.15432,34.88977,34.85215,33.44533,31.22315,23.66756,30.3398,41.93051,-25.60999,-20.38072,-26.21336,7.642771,26.88378,27.5542,38.95132,41.43187,39.55469,37.67752,37.40935,27.15195,9.989236,-58.99683,2.815758,82.93077
"2014-07-25 19:30:00",54,3.206,27.07654,27.6501,27.01836,30.93137,33.40937,33.49935,35.07851,35.42104,35.15432,34.88977,34.85215,33.45433,31.22315,24.03045,30.3398,41.93051,-25.60999,-20.38072,-26.14632,7.642771,26.88378,27.5542,39.01836,41.43187,39.55469,37.67752,37.40935,27.21899,9.989236,-55.24249,2.815758,82.93077
"2014-07-25 20:00:00",55,3.185,27.07654,27.65753,27.02562,30.93137,33.40937,33.49935,35.07851,35.42104,35.15432,34.89918,34.85215,33.45433,31.23152,24.25975,30.3398,41.94206,-25.60999,-20.31368,-26.07928,7.642771,26.88378,27.5542,39.01836,41.43187,39.55469,37.74456,37.40935,27.21899,10.05628,-52.89602,2.815758,82.99781
"2014-07-25 20:30:00",56,3.014,27.07654,27.65753,27.02562,30.93966,33.40937,33.49935,35.07851,35.4306,35.15432,34.89918,34.85215,33.45433,31.23152,24.76443,30.3398,41.94206,-25.60999,-20.31368,-26.07928,7.709813,26.88378,27.5542,39.01836,41.49891,39.55469,37.74456,37.40935,27.21899,10.05628,-47.80084,2.815758,82.99781
"2014-07-25 21:00:00",57,2.93,27.07654,27.65753,27.03289,30.93966,33.41835,33.50836,35.07851,35.4306,35.16381,34.89918,34.86156,33.46333,31.2399,24.83825,30.3398,41.94206,-25.60999,-20.31368,-26.01224,7.709813,26.95082,27.62124,39.01836,41.49891,39.62173,37.74456,37.47639,27.28603,10.12332,-47.06338,2.815758,82.99781
"2014-07-25 21:30:00",58,2.779,27.07654,27.65753,27.04016,30.94797,33.41835,33.50836,35.07851,35.4306,35.16381,34.89918,34.86156,33.46333,31.2399,24.75772,30.3398,41.94206,-25.60999,-20.31368,-25.9452,7.776855,26.95082,27.62124,39.01836,41.49891,39.62173,37.74456,37.47639,27.28603,10.12332,-47.86788,2.815758,82.99781
"2014-07-25 22:00:00",59,2.715,27.07654,27.65753,27.04744,30.94797,33.41835,33.50836,35.08798,35.4306,35.16381,34.9086,34.86156,33.46333,31.24829,24.79125,30.3398,41.94206,-25.60999,-20.31368,-25.87815,7.776855,26.95082,27.62124,39.0854,41.49891,39.62173,37.8116,37.47639,27.28603,10.19036,-47.53267,2.815758,82.99781
"2014-07-25 22:30:00",60,2.695,27.07654,27.65753,27.05471,30.94797,33.41835,33.50836,35.08798,35.44017,35.16381,34.9086,34.86156,33.47232,31.24829,24.62404,30.3398,41.94206,-25.60999,-20.31368,-25.81111,7.776855,26.95082,27.62124,39.0854,41.56595,39.62173,37.8116,37.47639,27.35308,10.19036,-49.20872,2.815758,82.99781
"2014-07-25 23:00:00",61,2.672,27.07654,27.65753,27.06198,30.94797,33.41835,33.50836,35.08798,35.44017,35.17329,34.9086,34.87096,33.47232,31.24829,24.69749,30.3398,41.95364,-25.60999,-20.31368,-25.74407,7.776855,26.95082,27.62124,39.0854,41.56595,39.68878,37.8116,37.54344,27.35308,10.19036,-48.47126,2.815758,83.06486
"2014-07-25 23:30:00",62,2.695,27.07654,27.65753,27.06926,30.95627,33.42734,33.51738,35.08798,35.44017,35.17329,34.9086,34.87096,33.47232,31.25667,24.6574,30.3398,41.95364,-25.60999,-20.31368,-25.67703,7.843897,27.01787,27.68828,39.0854,41.56595,39.68878,37.8116,37.54344,27.35308,10.2574,-48.87351,2.815758,83.06486
"2014-07-26 00:00:00",63,2.672,27.07654,27.65753,27.07654,30.95627,33.42734,33.51738,35.09745,35.44017,35.17329,34.91801,34.87096,33.47232,31.25667,24.59072,30.3398,41.95364,-25.60999,-20.31368,-25.60999,7.843897,27.01787,27.68828,39.15244,41.56595,39.68878,37.87865,37.54344,27.35308,10.2574,-49.54393,2.815758,83.06486
"2014-07-26 00:30:00",64,2.609,27.07654,27.65753,27.08382,30.95627,33.42734,33.51738,35.09745,35.44017,35.17329,34.91801,34.87096,33.48133,31.26506,24.87187,30.3398,41.95364,-25.60999,-20.31368,-25.54295,7.843897,27.01787,27.68828,39.15244,41.56595,39.68878,37.87865,37.54344,27.42012,10.32444,-46.72817,2.815758,83.06486
