"TOA5","BOWDOIN-1","CR1000","16188","CR1000.Std.15","CPU:SENSORKETTE-1-2014.CR1","11029","All"
"TIMESTAMP","RECORD","BatV","PTemp","res(1)","res(2)","res(3)","res(4)","res(5)"
"TS","RN","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2015-06-17 17:40:00",31555,13.66,36.48,"",""," 51,  262841, -127514, 9999, 9999, 9999,  19.04783, -0.390137,  -287  "," 64, -226971,  249002, 9999, 9999, 9999, 13.890565, -2.244385, -2650  ","  2, -242955,   79510, -217, 3704,  454,  1.985033,  -3.47876, -4060  "
"2015-06-17 17:50:00",31556,13.66,36.69,"",""," 51,  262821, -127495, 9999, 9999, 9999, 19.047777, -0.370361,  -283  "," 64, -226988,  248992, 9999, 9999, 9999, 13.859807, -2.244385, -2654  ","  2, -242917,   79486, -211, 3709,  459,  1.981308,  -3.47876, -4060  "
"2015-06-17 18:00:00",31557,13.66,36.69,"","",""," 64, -226998,  248991, 9999, 9999, 9999, 13.881219, -2.263672, -2659  ","  2, -242928,   79491, -216, 3712,  457,  1.982857,  -3.47876, -4056  "
"2015-06-17 18:10:00",31558,13.66,36.53,"",""," 51,  262851, -127488, 9999, 9999, 9999, 19.046525, -0.409424,  -279  "," 64, -227104,  249056, 9999, 9999, 9999, 13.859176, -2.263672, -2641  ","  2, -242969,   79497, -218, 3718,  455,  1.984625, -3.459473, -4060  "
"2015-06-17 18:20:00",31559,13.67,36.44,"",""," 51,  262855, -127531, 9999, 9999, 9999, 19.050226, -0.390137,  -279  "," 64, -227047,  249090, 9999, 9999, 9999, 13.863725, -2.244385, -2663  ","  2, -242980,   79477, -218, 3714,  454,  1.985817, -3.517822, -4056  "
"2015-06-17 18:30:00",31560,13.66,36.53,"",""," 51,  262889, -127528, 9999, 9999, 9999, 19.048234, -0.390137,  -275  "," 64, -227069,  249128, 9999, 9999, 9999, 13.870971, -2.283691, -2654  ","  2, -242910,   79511, -222, 3719,  453,  1.982574, -3.459473, -4047  "
"2015-06-17 18:40:00",31561,13.66,36.44,"",""," 51,  262897, -127502, 9999, 9999, 9999, 19.052974, -0.428467,  -292  "," 64, -227091,  249086, 9999, 9999, 9999, 13.844354, -2.224365, -2650  ","  2, -242904,   79518, -225, 3718,  452,   1.98555, -3.498291, -4056  "
"2015-06-17 18:50:00",31562,13.66,35.92,"",""," 51,  262889, -127529, 9999, 9999, 9999, 19.052312, -0.390137,  -287  "," 64, -227128,  249093, 9999, 9999, 9999,  13.82102, -2.244385, -2650  ","  2, -242947,   79525, -226, 3715,  451,  1.982521,  -3.47876, -4051  "
"2015-06-17 19:00:00",31563,13.65,35.08,"",""," 51,  262887, -127530, 9999, 9999, 9999, 19.054761, -0.409424,  -275  "," 64, -227132,  249115, 9999, 9999, 9999, 13.863857, -2.244385, -2654  ","  2, -242919,   79548, -224, 3717,  449,  1.985001,  -3.47876, -4056  "
"2015-06-17 19:10:00",31564,13.65,34.08,"",""," 51,  262900, -127557, 9999, 9999, 9999, 19.056703, -0.390137,  -283  "," 64, -227160,  249065, 9999, 9999, 9999, 13.844741, -2.244385, -2654  ","  2, -242948,   79506, -224, 3713,  454,  1.981268, -3.498291, -4051  "
"2015-06-17 19:20:00",31565,13.65,33.06,"",""," 51,  262895, -127529, 9999, 9999, 9999, 19.059204, -0.428467,  -283  "," 64, -227157,  249149, 9999, 9999, 9999,  13.85357, -2.204834, -2659  ","  2, -242969,   79540, -225, 3711,  454,  1.985317, -3.498291, -4051  "
"2015-06-17 19:30:00",31566,13.65,32.3,"",""," 51,  262918, -127531, 9999, 9999, 9999, 19.062459, -0.390137,  -283  "," 64, -227137,  249136, 9999, 9999, 9999, 13.853206, -2.244385, -2654  ","  2, -242971,   79547, -224, 3711,  451,  1.981371, -3.517822, -4060  "
"2015-06-17 19:40:00",31567,13.65,31.86,"",""," 51,  262893, -127527, 9999, 9999, 9999, 19.063001, -0.409424,  -279  "," 64, -227226,  249083, 9999, 9999, 9999, 13.838388, -2.244385, -2650  ","  2, -242953,   79536, -224, 3713,  451,   1.98332, -3.498291, -4060  "
"2015-06-17 19:50:00",31568,13.65,31.79,"",""," 51,  262884, -127591, 9999, 9999, 9999, 19.063001, -0.409424,  -287  "," 64, -227190,  249128, 9999, 9999, 9999, 13.855232, -2.244385, -2650  ","  2, -242971,   79504, -224, 3715,  450,  1.986645, -3.459473, -4047  "
"2015-06-17 20:00:00",31569,13.66,31.69,"",""," 51,  262942, -127588, 9999, 9999, 9999, 19.060689, -0.390137,  -275  "," 64, -227189,  249169, 9999, 9999, 9999, 13.882877, -2.244385, -2646  ","  2, -242978,   79551, -228, 3716,  449,  1.986746, -3.459473, -4056  "
"2015-06-17 20:10:00",31570,13.66,31.12,"",""," 51,  262914, -127577, 9999, 9999, 9999, 19.058607, -0.390137,  -279  "," 64, -227184,  249199, 9999, 9999, 9999, 13.881193, -2.244385, -2650  ","  2, -242993,   79575, -230, 3717,  448,  1.984045,  -3.47876, -4047  "
"2015-06-17 20:20:00",31571,13.65,30.4,"",""," 51,  262964, -127584, 9999, 9999, 9999, 19.063001, -0.409424,  -283  "," 64, -227194,  249187, 9999, 9999, 9999, 13.849443, -2.263672, -2646  ","  2, -242996,   79535, -230, 3714,  450,  1.984142, -3.498291, -4060  "
"2015-06-17 20:30:00",31572,13.65,29.68,"",""," 51,  262923, -127566, 9999, 9999, 9999, 19.061269, -0.390137,  -275  "," 64, -227243,  249128, 9999, 9999, 9999, 13.875585, -2.224365, -2646  ","  2, -242963,   79516, -231, 3715,  448,   1.98337, -3.459473, -4060  "
"2015-06-17 20:40:00",31573,13.65,29.32,"",""," 51,  262919, -127603, 9999, 9999, 9999, 19.060941, -0.409424,  -275  "," 64, -227297,  249213, 9999, 9999, 9999, 13.872695, -2.263672, -2650  ","  2, -242987,   79523, -229, 3717,  450,  1.983829, -3.498291, -4051  "
"2015-06-17 20:50:00",31574,13.66,29.22,"",""," 51,  262930, -127592, 9999, 9999, 9999, 19.068574, -0.390137,  -275  "," 64, -227224,  249244, 9999, 9999, 9999, 13.850807, -2.224365, -2654  ","  2, -243013,   79535, -227, 3715,  451,  1.984756,  -3.47876, -4051  "
"2015-06-17 21:00:00",31575,13.66,29.25,"",""," 51,  262973, -127595, 9999, 9999, 9999, 19.063407, -0.428467,  -279  "," 64, -227315,  249265, 9999, 9999, 9999, 13.834484, -2.224365, -2650  ","  2, -243007,   79556, -225, 3714,  453,  1.982203, -3.517822, -4051  "
"2015-06-17 21:10:00",31576,13.66,29.25,"",""," 51,  262974, -127613, 9999, 9999, 9999, 19.069601, -0.390137,  -275  "," 64, -227297,  249205, 9999, 9999, 9999, 13.844772, -2.244385, -2641  ","  2, -243029,   79519, -223, 3714,  451,   1.98155, -3.459473, -4068  "
"2015-06-17 21:20:00",31577,13.66,29.18,"",""," 51,  262993, -127625, 9999, 9999, 9999, 19.073278, -0.409424,  -283  "," 64, -227305,  249299, 9999, 9999, 9999, 13.874473, -2.244385, -2659  ","  2, -242991,   79524, -227, 3714,  450,  1.982872, -3.498291, -4051  "
"2015-06-17 21:30:00",31578,13.66,29.12,"",""," 51,  262946, -127642, 9999, 9999, 9999, 19.075899, -0.409424,  -279  "," 64, -227285,  249291, 9999, 9999, 9999, 13.835042, -2.283691, -2650  ","  2, -242988,   79582, -228, 3714,  449,  1.980141, -3.498291, -4047  "
"2015-06-17 21:40:00",31579,13.67,29.12,"",""," 51,  262999, -127593, 9999, 9999, 9999, 19.085603, -0.409424,  -283  "," 64, -227257,  249330, 9999, 9999, 9999, 13.842525, -2.244385, -2654  ","  2, -243008,   79619, -231, 3719,  447,  1.982691, -3.459473, -4056  "
"2015-06-17 21:50:00",31580,13.69,28.99,"",""," 51,  262982, -127612, 9999, 9999, 9999,  19.08529, -0.390137,  -287  "," 64, -227300,  249281, 9999, 9999, 9999, 13.838579, -2.263672, -2646  ","  2, -243018,   79581, -232, 3719,  449,  1.979406, -3.498291, -4051  "
"2015-06-17 22:00:00",31581,13.68,28.79,"",""," 51,  262991, -127649, 9999, 9999, 9999, 19.086908, -0.409424,  -287  "," 64, -227334,  249238, 9999, 9999, 9999, 13.855096, -2.244385, -2646  ","  2, -242997,   79576, -234, 3718,  446,  1.980961, -3.498291, -4056  "
"2015-06-17 22:10:00",31582,13.69,28.53,"",""," 51,  262998, -127674, 9999, 9999, 9999, 19.081384, -0.390137,  -279  "," 64, -227358,  249242, 9999, 9999, 9999, 13.880474, -2.224365, -2637  ","  2, -243070,   79538, -231, 3717,  451,   1.98288,  -3.47876, -4056  "
"2015-06-17 22:20:00",31583,13.67,27.94,"",""," 51,  262974, -127673, 9999, 9999, 9999, 19.083398, -0.409424,  -279  "," 64, -227337,  249340, 9999, 9999, 9999, 13.838066, -2.224365, -2659  ","  2, -243047,   79572, -227, 3712,  451,  1.981297, -3.498291, -4051  "
"2015-06-17 22:30:00",31584,13.67,27.25,"",""," 51,  263056, -127696, 9999, 9999, 9999, 19.081434, -0.409424,  -283  "," 64, -227380,  249321, 9999, 9999, 9999, 13.883319, -2.263672, -2646  ","  2, -243048,   79604, -225, 3716,  450,   1.98107,  -3.47876, -4047  "
"2015-06-17 22:40:00",31585,13.67,26.5,"",""," 51,  262994, -127684, 9999, 9999, 9999, 19.081686, -0.390137,  -275  "," 64, -227336,  249310, 9999, 9999, 9999, 13.842653, -2.244385, -2650  ","  2, -243044,   79620, -227, 3716,  451,  1.980515, -3.459473, -4051  "
"2015-06-17 22:50:00",31586,13.66,25.76,"","",""," 64, -227397,  249359, 9999, 9999, 9999, 13.857599, -2.244385, -2646  ","  2, -243043,   79642, -227, 3715,  449,  1.980503,  -3.47876, -4056  "
"2015-06-17 23:00:00",31587,13.66,25.28,"",""," 51,  263031, -127707, 9999, 9999, 9999, 19.093763, -0.409424,  -279  "," 64, -227418,  249407, 9999, 9999, 9999, 13.816577, -2.224365, -2654  ","  2, -243068,   79589, -227, 3717,  449,  1.985001,  -3.47876, -4060  "
"2015-06-17 23:10:00",31588,13.67,24.98,"",""," 51,  263039, -127717, 9999, 9999, 9999, 19.099866, -0.409424,  -275  "," 64, -227413,  249324, 9999, 9999, 9999, 13.839925, -2.244385, -2641  ","  2, -243047,   79582, -227, 3714,  448,  1.983355, -3.498291, -4056  "
"2015-06-17 23:20:00",31589,13.66,24.69,"",""," 51,  263022, -127658, 9999, 9999, 9999, 19.103693, -0.390137,  -275  "," 64, -227440,  249397, 9999, 9999, 9999, 13.845558, -2.224365, -2646  ","  2, -243053,   79586, -229, 3720,  449,  1.982847,  -3.47876, -4051  "
"2015-06-17 23:30:00",31590,13.69,24.33,"",""," 51,  263053, -127692, 9999, 9999, 9999, 19.108327, -0.390137,  -283  "," 64, -227524,  249416, 9999, 9999, 9999, 13.834218, -2.244385, -2650  ","  2, -243073,   79620, -228, 3717,  448,   1.97949, -3.517822, -4051  "
"2015-06-17 23:40:00",31591,13.66,23.9,"",""," 51,  263078, -127707, 9999, 9999, 9999, 19.112325, -0.409424,  -283  "," 64, -227554,  249376, 9999, 9999, 9999, 13.853181, -2.224365, -2659  ","  2, -243082,   79598, -232, 3718,  446,  1.981651, -3.498291, -4051  "
"2015-06-17 23:50:00",31592,13.67,23.44,"",""," 51,  263059, -127719, 9999, 9999, 9999, 19.113969, -0.390137,  -283  "," 64, -227484,  249376, 9999, 9999, 9999, 13.825756, -2.244385, -2650  ","  2, -243094,   79624, -231, 3719,  448,  1.984877,  -3.47876, -4056  "
"2015-06-18 00:00:00",31593,13.66,22.81,"",""," 51,  263071, -127711, 9999, 9999, 9999, 19.111883, -0.390137,  -283  "," 64, -227460,  249389, 9999, 9999, 9999, 13.874406, -2.244385, -2646  ","  2, -243041,   79639, -229, 3716,  447,  1.981232, -3.498291, -4056  "
"2015-06-18 00:10:00",31594,13.67,22.25,"",""," 51,  263102, -127720, 9999, 9999, 9999, 19.109945, -0.370361,  -283  "," 64, -227471,  249425, 9999, 9999, 9999, 13.817451, -2.263672, -2646  ","  2, -243063,   79620, -230, 3716,  449,  1.979761,  -3.47876, -4051  "
"2015-06-18 00:20:00",31595,13.66,21.7,"",""," 51,  263095, -127715, 9999, 9999, 9999,  19.10991, -0.409424,  -270  "," 64, -227502,  249530, 9999, 9999, 9999, 13.853071, -2.244385, -2646  ","  2, -243061,   79637, -228, 3716,  451,  1.980719, -3.459473, -4047  "
"2015-06-18 00:30:00",31596,13.67,21.23,"",""," 51,  263084, -127742, 9999, 9999, 9999, 19.107652, -0.409424,  -279  "," 64, -227532,  249493, 9999, 9999, 9999, 13.827835, -2.244385, -2650  ","  2, -243097,   79648, -229, 3713,  452,  1.980793,  -3.47876, -4056  "
"2015-06-18 00:40:00",31597,13.68,20.74,"",""," 51,  263120, -127730, 9999, 9999, 9999, 19.105718, -0.390137,  -292  "," 64, -227598,  249556, 9999, 9999, 9999, 13.815166, -2.244385, -2646  ","  2, -243078,   79617, -227, 3718,  453,  1.981066, -3.498291, -4051  "
"2015-06-18 00:50:00",31598,13.66,20.18,"","",""," 64, -227544,  249485, 9999, 9999, 9999,  13.85914, -2.224365, -2654  ","  2, -243104,   79641, -228, 3718,  457,    1.9788,  -3.47876, -4060  "
"2015-06-18 01:00:00",31599,13.64,19.6,"",""," 51,  263085, -127773, 9999, 9999, 9999, 19.094556, -0.390137,  -279  "," 64, -227610,  249516, 9999, 9999, 9999, 13.846948, -2.244385, -2641  ","  2, -243099,   79648, -228, 3708,  454,  1.979515,  -3.47876, -4039  "
"2015-06-18 01:10:00",31600,13.64,19.08,"","",""," 64, -227612,  249515, 9999, 9999, 9999,  13.83365, -2.224365, -2654  ","  2, -243096,   79631, -230, 3716,  454,   1.98069, -3.459473, -4060  "
"2015-06-18 01:20:00",31601,13.64,18.64,"",""," 51,  263108, -127761, 9999, 9999, 9999,  19.09342, -0.390137,  -275  "," 64, -227583,  249501, 9999, 9999, 9999, 13.815265, -2.244385, -2646  ","  2, -243129,   79655, -231, 3715,  454,  1.979837, -3.459473, -4051  "
"2015-06-18 01:30:00",31602,13.63,18.17,"",""," 51,  263132, -127786, 9999, 9999, 9999, 19.087991, -0.390137,  -283  "," 64, -227561,  249474, 9999, 9999, 9999,  13.81908, -2.244385, -2654  ","  2, -243111,   79660, -230, 3714,  452,  1.982847,  -3.47876, -4060  "
"2015-06-18 01:40:00",31603,13.64,17.62,"",""," 51,  263104, -127783, 9999, 9999, 9999, 19.087282, -0.390137,  -270  "," 64, -227601,  249599, 9999, 9999, 9999, 13.874814, -2.263672, -2654  ","  2, -243094,   79697, -233, 3713,  454,  1.983158, -3.498291, -4060  "
"2015-06-18 01:50:00",31604,13.66,16.86,"",""," 51,  263089, -127746, 9999, 9999, 9999,  19.08275, -0.409424,  -270  "," 64, -227664,  249626, 9999, 9999, 9999, 13.816896, -2.224365, -2654  ","  2, -243122,   79667, -231, 3715,  453,   1.98209, -3.459473, -4056  "
"2015-06-18 02:00:00",31605,13.62,15.92,"",""," 51,  263140, -127741, 9999, 9999, 9999, 19.081464, -0.409424,  -279  "," 64, -227651,  249604, 9999, 9999, 9999,  13.85539, -2.244385, -2654  ","  2, -243088,   79674, -231, 3710,  451,  1.979387, -3.498291, -4056  "
"2015-06-18 02:10:00",31606,13.61,14.95,"",""," 51,  263125, -127803, 9999, 9999, 9999, 19.079553, -0.409424,  -279  "," 64, -227669,  249585, 9999, 9999, 9999, 13.825271, -2.224365, -2654  ","  2, -243130,   79666, -234, 3711,  452,  1.981176, -3.498291, -4051  "
"2015-06-18 02:20:00",31607,13.61,13.97,"","",""," 64, -227647,  249593, 9999, 9999, 9999, 13.842687, -2.244385, -2650  ","  2, -243141,   79652, -234, 3714,  454,  1.984156,  -3.47876, -4051  "
"2015-06-18 02:30:00",31608,13.61,13.07,"",""," 51,  263157, -127804, 9999, 9999, 9999, 19.072923, -0.390137,  -283  "," 64, -227694,  249675, 9999, 9999, 9999, 13.851158, -2.244385, -2654  ","  2, -243107,   79647, -233, 3715,  456,  1.981897, -3.459473, -4051  "
"2015-06-18 02:40:00",31609,13.63,12.21,"",""," 51,  263166, -127800, 9999, 9999, 9999,  19.06999, -0.390137,  -279  "," 64, -227706,  249638, 9999, 9999, 9999, 13.859193, -2.244385, -2659  ","  2, -243156,   79664, -232, 3717,  456,  1.974501,  -3.47876, -4060  "
"2015-06-18 02:50:00",31610,13.6,11.4,"",""," 51,  263165, -127800, 9999, 9999, 9999, 19.071489, -0.370361,  -279  "," 64, -227736,  249707, 9999, 9999, 9999, 13.865859, -2.224365, -2659  ","  2, -243121,   79692, -232, 3713,  456,  1.982796, -3.498291, -4047  "
"2015-06-18 03:00:00",31611,13.62,10.7,"",""," 51,  263168, -127834, 9999, 9999, 9999, 19.064287, -0.370361,  -283  "," 64, -227690,  249621, 9999, 9999, 9999, 13.869792, -2.224365, -2650  ","  2, -243124,   79721, -233, 3719,  456,  1.979218,  -3.47876, -4051  "
"2015-06-18 03:10:00",31612,13.6,10.02,"",""," 51,  263141, -127850, 9999, 9999, 9999, 19.068723, -0.390137,  -279  "," 64, -227693,  249699, 9999, 9999, 9999, 13.827867, -2.244385, -2650  ","  2, -243123,   79701, -230, 3714,  456,  1.985357, -3.459473, -4060  "
"2015-06-18 03:20:00",31613,13.6,9.39,"",""," 51,  263194, -127850, 9999, 9999, 9999, 19.067262, -0.409424,  -283  "," 64, -227756,  249685, 9999, 9999, 9999, 13.863531, -2.244385, -2659  ","  2, -243136,   79673, -229, 3720,  455,  1.980432,  -3.47876, -4060  "
"2015-06-18 03:30:00",31614,13.62,8.83,"",""," 51,  263196, -127843, 9999, 9999, 9999, 19.067136, -0.409424,  -283  "," 64, -227731,  249651, 9999, 9999, 9999, 13.811304, -2.263672, -2663  ","  2, -243130,   79676, -229, 3719,  457,  1.978718, -3.498291, -4047  "
"2015-06-18 03:40:00",31615,13.59,8.28,"",""," 51,  263206, -127844, 9999, 9999, 9999, 19.070741, -0.409424,  -283  "," 64, -227735,  249708, 9999, 9999, 9999, 13.846761, -2.244385, -2650  ","  2, -243166,   79698, -227, 3716,  457,  1.981266, -3.498291, -4051  "
"2015-06-18 03:50:00",31616,13.58,7.794,"",""," 51,  263209, -127814, 9999, 9999, 9999, 19.073019, -0.390137,  -279  "," 64, -227820,  249733, 9999, 9999, 9999, 13.834318, -2.244385, -2659  ","  2, -243145,   79703, -229, 3715,  457,  1.979094,  -3.47876, -4060  "
"2015-06-18 04:00:00",31617,13.6,7.333,"",""," 51,  263215, -127888, 9999, 9999, 9999, 19.064252, -0.370361,  -270  "," 64, -227794,  249708, 9999, 9999, 9999, 13.834218, -2.244385, -2646  ","  2, -243138,   79690, -227, 3717,  458,  1.982923, -3.517822, -4047  "
"2015-06-18 04:10:00",31618,13.6,6.918,"",""," 51,  263225, -127844, 9999, 9999, 9999, 19.066724, -0.390137,  -279  "," 64, -227781,  249758, 9999, 9999, 9999, 13.848478, -2.244385, -2654  ","  2, -243121,   79714, -230, 3717,  456,  1.980793,  -3.47876, -4051  "
"2015-06-18 04:20:00",31619,13.61,6.504,"",""," 51,  263254, -127866, 9999, 9999, 9999, 19.065118, -0.409424,  -283  "," 64, -227809,  249670, 9999, 9999, 9999, 13.863443, -2.224365, -2650  ","  2, -243193,   79676, -228, 3721,  458,  1.980009, -3.498291, -4051  "
"2015-06-18 04:30:00",31620,13.59,6.113,"",""," 51,  263233, -127874, 9999, 9999, 9999, 19.063001, -0.409424,  -283  "," 64, -227826,  249704, 9999, 9999, 9999,  13.84752, -2.263672, -2654  ","  2, -243111,   79723, -229, 3719,  459,   1.97883, -3.459473, -4047  "
"2015-06-18 04:40:00",31621,13.58,5.808,"",""," 51,  263234, -127862, 9999, 9999, 9999, 19.067264, -0.428467,  -283  "," 64, -227926,  249770, 9999, 9999, 9999, 13.840215, -2.224365, -2650  ","  2, -243133,   79724, -229, 3719,  456,  1.978052, -3.498291, -4060  "
"2015-06-18 04:50:00",31622,13.6,5.506,"",""," 51,  263258, -127884, 9999, 9999, 9999, 19.066347, -0.370361,  -287  "," 64, -227835,  249772, 9999, 9999, 9999, 13.826721, -2.244385, -2650  ","  2, -243182,   79702, -228, 3720,  457,  1.982132, -3.517822, -4043  "
"2015-06-18 05:00:00",31623,13.58,5.291,"",""," 51,  263273, -127912, 9999, 9999, 9999, 19.067613, -0.409424,  -283  "," 64, -227873,  249771, 9999, 9999, 9999, 13.848686, -2.224365, -2650  ","  2, -243163,   79716, -228, 3719,  454,  1.980761,  -3.47876, -4064  "
"2015-06-18 05:10:00",31624,13.57,5.097,"",""," 51,  263228, -127910, 9999, 9999, 9999, 19.068632, -0.390137,  -279  "," 64, -227873,  249799, 9999, 9999, 9999, 13.856889, -2.244385, -2663  ","  2, -243153,   79716, -228, 3718,  454,   1.97718,  -3.47876, -4060  "
"2015-06-18 05:20:00",31625,13.59,4.945,"",""," 51,  263276, -127881, 9999, 9999, 9999, 19.071283, -0.409424,  -283  "," 64, -227895,  249834, 9999, 9999, 9999, 13.850769, -2.224365, -2650  ","  2, -243200,   79771, -230, 3722,  453,  1.981424, -3.517822, -4047  "
"2015-06-18 05:30:00",31626,13.57,4.837,"",""," 51,  263262, -127889, 9999, 9999, 9999, 19.072225, -0.370361,  -279  "," 64, -227904,  249825, 9999, 9999, 9999, 13.831949, -2.263672, -2650  ","  2, -243174,   79736, -229, 3724,  451,  1.976736,  -3.47876, -4047  "
"2015-06-18 05:40:00",31627,13.58,4.751,"",""," 51,  263259, -127885, 9999, 9999, 9999, 19.071218, -0.409424,  -279  "," 64, -227890,  249910, 9999, 9999, 9999, 13.863019, -2.244385, -2663  ","  2, -243202,   79739, -231, 3723,  450,  1.978296, -3.459473, -4051  "
"2015-06-18 05:50:00",31628,13.58,4.708,"",""," 51,  263291, -127887, 9999, 9999, 9999, 19.071973, -0.370361,  -283  "," 64, -228002,  249820, 9999, 9999, 9999, 13.839649, -2.244385, -2650  ","  2, -243185,   79745, -231, 3721,  451,  1.983194, -3.498291, -4056  "
"2015-06-18 06:00:00",31629,13.57,4.665,"","",""," 64, -227932,  249885, 9999, 9999, 9999, 13.853643, -2.263672, -2659  ","  2, -243182,   79746, -231, 3720,  451,  1.980793,  -3.47876, -4047  "
"2015-06-18 06:10:00",31630,13.59,4.665,"",""," 51,  263279, -127941, 9999, 9999, 9999, 19.073343, -0.409424,  -283  "," 64, -227950,  249833, 9999, 9999, 9999, 13.861324, -2.224365, -2650  ","  2, -243199,   79759, -231, 3723,  447,  1.979523,  -3.47876, -4051  "
"2015-06-18 06:20:00",31631,13.56,4.643,"",""," 51,  263296, -127922, 9999, 9999, 9999, 19.075464, -0.370361,  -292  "," 64, -228015,  249902, 9999, 9999, 9999, 13.832136, -2.244385, -2659  ","  2, -243220,   79735, -230, 3724,  446,  1.980793,  -3.47876, -4047  "
"2015-06-18 06:30:00",31632,13.58,4.622,"",""," 51,  263293, -127932, 9999, 9999, 9999, 19.077493, -0.409424,  -283  "," 64, -227999,  249831, 9999, 9999, 9999, 13.846918, -2.244385, -2650  ","  2, -243160,   79773, -232, 3720,  445,  1.978241,  -3.47876, -4047  "
"2015-06-18 06:40:00",31633,13.59,4.6,"",""," 51,  263334, -127895, 9999, 9999, 9999,  19.07903, -0.390137,  -270  "," 64, -228046,  249966, 9999, 9999, 9999, 13.863885, -2.244385, -2641  ","  2, -243205,   79767, -231, 3723,  447,  1.978895,  -3.47876, -4051  "
"2015-06-18 06:50:00",31634,13.57,4.514,"",""," 51,  263351, -127946, 9999, 9999, 9999, 19.077756, -0.409424,  -279  "," 64, -228070,  249939, 9999, 9999, 9999, 13.841859, -2.204834, -2659  ","  2, -243207,   79786, -230, 3725,  445,  1.980528,  -3.47876, -4047  "
